"번호","인제스트 완료시각","촬영/수신일","분류","미디어ID","제목","취재기자","촬영기자","내용","영상길이","메모","등록위치","엠바고","엠바고사유","ING","TRC","CAT","영상구분","리스토어요청자","영상편집","자료정리상태","방송일","외신기사 번역문","외신채널","라이브러리","라이브러리등록요청","KDAS전송","프리뷰노트","속보","사용제한","화질","언어","외신기사ID","소제목","보존만료일","키워드","폴더","바코드ID","사용제한사유","사용제한해제일","인제스트전송(HR) 시작시각","인제스트전송(HR) 종료시각","인제스트전송(LR) 시작시각","수신일시","인제스트전송(LR) 종료시각","라이브러리등록요청자","부조 메인","부조 백업","트랜스코딩시작시각","트랜스코딩종료시각","카탈로깅시작시각","카탈로깅종료시각","부조메인 전송시작시각","부조메인 전송종료시각","부조백업 전송시작시각","부조백업 전송종료시각","KDAS전송시작시간","KDAS전송종료시간","인제스트전송(HR)","인제스트전송(LR)","사용제한설정시각","사용제한설정자","엠바고설정시각","엠바고해제시각","국가명","프로그램명","촬영장소","엠바고설정자","원본영상ID","비디오ID","타이틀이미지파일아이디","비디오FPS","디스크백업시각","외신기사 원문","KDAS등록","자료여부","사용제한사유","사용제한설정시각","사용제한설정자","STT상태",
"109","2022-03-10 02:24:15","2022-03-07","해외지국","20220310V44181","폴란드 국경_프세미실 중앙 기차역 플랫폼 피난민과 처량한 강아지 애견들_수신본","김귀수","조세준","-폴란드 -프세미실 기차역 플랫폼에서 기차 타려는 피난민들 및 처량한 강아지들(애견) 모습 스케치","00:03:30:02","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-24","","목요일","0","없음","2022-03-10 02:17:00","","","","2022-03-10 02:17:00","","","대기","대기","2022-03-10 02:22:18","2022-03-10 02:24:15","2022-03-10 02:22:51","2022-03-10 02:22:51","","","","","2022-07-13 16:23:31","2022-07-13 16:23:41","대기","대기","","","","","None","","","","15168520","15168521","mamex\mamex","29.97","2022-03-10 02:17:00","","예","아니오","","","","대기",
"110","2022-03-10 02:24:08","2022-03-09","해외지국","20220310V44099","폴란드 국경_메디카 국경내 피난민 행렬 속 아이들 및 강아지, 테스코 피난민 쉼터 오가는 피난민_수신본","김귀수","조세준","-폴란드 -메디카 국경내 눈보라속 피난민 행렬 스케치 -여행가방 및 손짐들 스케치 -천진난만한 피난민 아이들 모습 스케치 -같이 국경건너는 개들 스케치 -무료 애견사료 스케치 -다자녀 가족의 아이들 스케치 및 인터뷰 -테스코 피난민 쉼터 오가는 피난민 스케치 -버스타는 모습 스케치","00:17:06:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-24","","목요일","0","없음","2022-03-10 01:59:33","","","","2022-03-10 01:59:33","","","대기","대기","2022-03-10 02:17:27","2022-03-10 02:24:08","2022-03-10 02:19:07","2022-03-10 02:19:07","","","","","2022-07-13 16:23:32","2022-07-13 16:24:03","대기","대기","","","","","None","","","","15168356","15168357","mamex\mamex","29.97","2022-03-10 01:59:33","","예","아니오","","","","대기",
"111","2022-03-10 02:24:03","2022-03-08","해외지국","20220310V44048","폴란드 국경_세레다 가족-바르토 가족 스케치 및 인터뷰_수신본","김귀수","조세준 ","-폴란드 -우크라이나 피난민 세레다 가족, 바르토씨네 가족 담소 스케치 -세레다 가족 침실 스케치 -세레다 가족 인터뷰 -바르토씨 인터뷰","00:32:40:29","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-24","","목요일","0","없음","2022-03-10 01:26:17","","","","2022-03-10 01:26:17","","","대기","대기","2022-03-10 02:00:33","2022-03-10 02:24:03","2022-03-10 02:01:24","2022-03-10 02:01:24","","","","","2022-07-13 16:23:32","2022-07-13 16:24:21","대기","대기","","","","","None","","","","15168255","15168256","mamex\mamex","29.97","2022-03-10 01:26:17","","예","아니오","","","","대기",
"112","2022-03-08 07:46:22","2022-03-08","해외지국","20220308V40774","폴란드_김귀수_비탈리 김 주지사 화상 인터뷰 01_20220308_수신본","김귀수","김재현","","00:02:29:16","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-22","","화요일","0","없음","2022-03-08 07:41:27","","","","2022-03-08 07:41:27","","","대기","대기","2022-03-08 07:45:51","2022-03-08 07:46:23","2022-03-08 07:46:23","2022-03-08 07:46:23","","","","","","","대기","대기","","","","","None","","","","15161120","15161121","mamex\mamex","29.97","2022-03-08 07:41:27","","아니오","아니오","","","","대기",
"113","2022-03-08 01:26:54","2022-03-08","해외지국","20220308V40304","폴란드_난민 돕는 폴란드 시민들 0307_수신본","김귀수","김재현","","00:32:36:07","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","작성완료","아니오","아니오","HD","알수없음","","","2022-03-22","","화요일","0","없음","2022-03-08 00:51:51","","","","2022-03-08 00:51:51","","","대기","대기","2022-03-08 01:25:43","2022-03-08 01:26:58","2022-03-08 01:27:01","2022-03-08 01:27:01","","","","","2022-07-13 16:21:08","2022-07-13 16:22:07","대기","대기","","","","","None","","","","15160145","15160146","mamex\mamex","29.97","2022-03-08 00:51:51","","예","아니오","","","","성공",
"114","2022-03-08 00:52:28","2022-03-08","해외지국","20220308V40302","폴란드_프세미실 중앙역 스케치 0307_수신본_김귀수","김귀수","조세준","-난민 스케치","00:03:13:23","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-22","","화요일","0","없음","2022-03-08 00:47:16","","","","2022-03-08 00:47:16","","","대기","대기","2022-03-08 00:52:15","2022-03-08 00:52:31","2022-03-08 00:52:32","2022-03-08 00:52:32","","","","","2022-07-13 16:21:08","2022-07-13 16:21:15","대기","대기","","","","","None","","","","15160141","15160142","mamex\mamex","29.97","2022-03-08 00:47:16","","예","아니오","","","","대기",
"115","2022-03-06 18:37:04","2022-03-06","해외지국","20220306V37816","폴란드_국경 해움 자모스크_수신본","조빛나","조세준","-폴란드 -폴란드 해움 도심 스케치 -폴란드 시민 인터뷰 -폴란드 자모스크 주둔 미군부대 스케치 -해움 난민센터 스케치","00:09:53:03","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-20","","일요일","0","없음","2022-03-06 18:24:44","","","","2022-03-06 18:24:44","","","대기","대기","2022-03-06 18:35:51","2022-03-06 18:37:06","2022-03-06 18:37:08","2022-03-06 18:37:08","","","","","2022-07-13 16:18:20","2022-07-13 16:18:38","대기","대기","","","","","None","","","","15154539","15154540","mamex\mamex","29.97","2022-03-06 18:24:44","","예","아니오","","","","대기",
"116","2022-03-06 01:04:31","2022-03-06","해외지국","20220306V36884","폴란드_국경 메디카 검문소 스케치_MNG_수신본","조빛나","김재현","-프세미실 중앙역 스케치 -메디카 검문소 스케치 -우크라이나 시민 인터뷰","00:14:44:18","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-20","","일요일","0","없음","2022-03-06 00:47:48","","","","2022-03-06 00:47:48","","","대기","대기","2022-03-06 01:03:46","2022-03-06 01:04:35","2022-03-06 01:04:37","2022-03-06 01:04:37","","","","","2022-07-13 15:58:10","2022-07-13 15:58:37","대기","대기","","","","","None","","","","15152407","15152408","mamex\mamex","29.97","2022-03-06 00:47:48","","예","아니오","","","","대기",
"117","2022-03-05 19:26:32","2022-03-05","해외지국","20220305V36528","폴란드_국경 우크라이나 피난민_수신본","조빛나","조세준","-국경 넘어오는 우크라이나 피난민 스케치 -폴란드 피난 센터 수송 셔틀 버스 스케치 -덴마크 장관 고위급 인사 현장 방문 스케치","00:04:47:07","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제",""," ","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-19","","토요일","0","없음","2022-03-05 19:19:24","","","","2022-03-05 19:19:24","","","대기","대기","2022-03-05 19:25:23","2022-03-05 19:26:34","2022-03-05 19:26:35","2022-03-05 19:26:35","","","","","2022-07-13 15:56:44","2022-07-13 15:56:55","대기","대기","","","","","None","","","","15151539","15151540","mamex\mamex","29.97","2022-03-05 19:19:24","","예","아니오","","","","대기",
"118","2022-03-05 03:20:04","2022-03-05","해외지국","20220305V35517","폴란드 헤움 도심 취재_MNG_수신본","조빛나","조세준","-폴란드 -조빛나 취재기자 온마이크 -헤움 도심 스케치 -피난민 센터 스케치 -미군 부대 스케치","00:16:32:17","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-19","","토요일","0","없음","2022-03-05 03:01:09","","","","2022-03-05 03:01:09","","","대기","대기","2022-03-05 03:18:52","2022-03-05 03:20:04","2022-03-05 03:20:05","2022-03-05 03:20:05","","","","","2022-07-13 15:56:44","2022-07-13 15:57:12","대기","대기","","","","","None","","","","15149261","15149262","mamex\mamex","29.97","2022-03-05 03:01:09","","예","아니오","","","","대기",
"119","2022-03-04 04:37:46","2022-03-04","해외지국","20220304V33325","폴란드_헤움 도심 스케치 및 시민 인터뷰_수신본","조빛나","조세준","-조빛나 취재기자 온마이크 -헤움 도심 스케치 -시민 인터뷰","00:17:41:02","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-18","","금요일","0","없음","2022-03-04 04:18:07","","","","2022-03-04 04:18:07","","","대기","대기","2022-03-04 04:36:58","2022-03-04 04:37:46","2022-03-04 04:37:47","2022-03-04 04:37:47","","","","","2022-07-13 15:56:45","2022-07-13 15:57:17","대기","대기","","","","","None","","","","15144212","15144213","","29.97","2022-03-04 04:18:07","","예","아니오","","","","대기",
"120","2022-03-02 19:13:52","2022-03-02","해외지국","20220302V30215","폴란드_조빛나_화상 인터뷰_MNG_수신본","","","","00:01:41:20","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-16","","수요일","0","없음","2022-03-02 19:09:50","","","","2022-03-02 19:09:50","","","대기","대기","2022-03-02 19:13:21","2022-03-02 19:13:55","2022-03-02 19:13:55","2022-03-02 19:13:55","","","","","","","대기","대기","","","","","None","","","","15137468","15137469","mamex\mamex","29.97","2022-03-02 19:09:50","","아니오","아니오","","","","대기",
"121","2022-03-02 16:57:16","2022-03-02","해외지국","20220302V29919","폴란드_폴란드 국경 우크라이나 분쟁 취재_MNG_수신본_조빛나","조빛나","조세준 김재현","-프세미실 중앙역 난민 스케치 -조빛나 취재기자 온마이크 -시청 앞 광장 스케치 -한인기업 구호물품 전달 스케치 -폴란드 시민 인터뷰","00:17:09:00","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-16","","수요일","0","없음","2022-03-02 16:37:43","","","","2022-03-02 16:37:43","","","대기","대기","2022-03-02 16:56:05","2022-03-02 16:57:18","2022-03-02 16:57:19","2022-03-02 16:57:19","","","","","2022-07-13 15:55:12","2022-07-13 15:55:44","대기","대기","","","","","None","","","","15136756","15136757","mamex\mamex","29.97","2022-03-02 16:37:43","","예","아니오","","","","대기",
"122","2022-03-01 18:04:35","2022-03-01","해외지국","20220301V28013","폴란드 프세미실 중앙역 스케치_수신본","조빛나","조세준 김재현","","00:07:08:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","이현모","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-15","","화요일","0","없음","2022-03-01 17:55:06","","","","2022-03-01 17:55:06","","","대기","대기","2022-03-01 18:03:00","2022-03-01 18:04:37","2022-03-01 18:04:38","2022-03-01 18:04:38","","","","","2022-07-13 15:52:23","2022-07-13 15:52:38","대기","대기","","","","","None","","","","15132558","15132559","mamex\mamex","29.97","2022-03-01 17:55:06","","예","아니오","","","","대기",
"123","2022-03-01 05:18:03","2022-03-01","해외지국","20220301V27347","폴란드_폴란드 국경 우크라이나 분쟁 취재_난민 보호소 스케치 프세미실 중앙역 스케치MNG_수신본_조빛나","조빛나","조세준 김재현","-난민 보호소 스케치 -생필품 지급 스케치 -난민 인터뷰 -화상 인터뷰 스케치 -프세미실 중앙역 스케치","00:23:28:03","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-15","","화요일","0","없음","2022-03-01 04:52:12","","","","2022-03-01 04:52:12","","","대기","대기","2022-03-01 05:16:28","2022-03-01 05:18:04","2022-03-01 05:18:06","2022-03-01 05:18:06","","","","","2022-07-13 15:52:25","2022-07-13 15:52:59","대기","대기","","","","","None","","","","15130960","15130961","mamex\mamex","29.97","2022-03-01 04:52:12","","예","아니오","","","","대기",
"124","2022-03-01 01:58:23","2022-03-01","해외지국","20220301V26992","파리_유원중_MWC 2022 바로셀로나_수신본","","","","00:49:22:27","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-15","","화요일","0","없음","2022-03-01 01:06:36","","","","2022-03-01 01:06:36","","","대기","대기","2022-03-01 01:56:51","2022-03-01 01:58:27","2022-03-01 01:58:33","2022-03-01 01:58:33","","","","","","","대기","대기","","","","","None","","","","15130250","15130251","mamex\mamex","29.97","2022-03-01 01:06:36","","아니오","아니오","","","","대기",
"125","2022-02-28 18:40:08","2022-02-28","해외지국","20220228V26414","폴란드 국경 회담전 피난민 생필품 지급 스케치_MNG_수신본","","","-난민 보호소 스케치 -생필품 지급 스케치 -난민 인터뷰","00:19:39:06","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 18:17:51","","","","2022-02-28 18:17:51","","","대기","대기","2022-02-28 18:38:17","2022-02-28 18:40:11","2022-02-28 18:39:55","2022-02-28 18:39:55","","","","","2022-07-13 15:49:27","2022-07-13 15:50:01","대기","대기","","","","","None","","","","15128960","15128961","mamex\mamex","29.97","2022-02-28 18:17:51","","예","아니오","","","","대기",
"126","2022-02-28 07:24:16","2022-02-28","해외지국","20220228V25147","폴란드-폴란드 바르샤바 공항 외경 스케치등 우크라이나 출장_MNG_수신본","조빛나","조세준 김재현","-폴란드 바르샤바 공항 외경 스케치 -폴란드 항공사 관계자 녹취 -렌터카 업체 녹취 및 스케치 -폴란드 주유소 스케치 -줄서서 기다리는 시민 인터뷰 -난민캠프 스케치","00:20:31:29","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 07:01:22","","","","2022-02-28 07:01:22","","","대기","대기","2022-02-28 07:23:07","2022-02-28 07:24:17","2022-02-28 07:24:19","2022-02-28 07:24:19","","","","","2022-07-13 15:49:27","2022-07-13 15:50:05","대기","대기","","","","","None","","","","15126051","15126052","mamex\mamex","29.97","2022-02-28 07:01:22","","예","아니오","","","","대기",
"127","2022-02-26 17:47:59","2022-02-26","해외지국","20220226V23261","베를린_폴란드 국경 메디카 국경 임시 수용소 외경 스케치_수신본","","","","00:16:13:13","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-12","","토요일","0","없음","2022-02-26 17:29:24","","","","2022-02-26 17:29:24","","","대기","대기","2022-02-26 17:46:25","2022-02-26 17:48:01","2022-02-26 17:48:03","2022-02-26 17:48:03","","","","","2022-07-13 14:58:00","2022-07-13 14:58:39","대기","대기","","","","","None","","","","15121819","15121820","mamex\mamex","29.97","2022-02-26 17:29:24","","예","아니오","","","","대기",
"128","2022-02-24 20:06:41","2022-02-24","해외지국","20220224V19727","베를린_메디카 국경검문소 스케치_수신본","","","","00:07:03:21","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-10","","목요일","0","없음","2022-02-24 19:34:41","","","","2022-02-24 19:34:41","","","대기","대기","2022-02-24 19:42:32","2022-02-24 20:06:44","2022-02-24 19:44:09","2022-02-24 19:44:09","","","","","2022-07-13 13:22:06","2022-07-13 13:22:23","대기","대기","","","","","None","","","","15113910","15113911","mamex\mamex","29.97","2022-02-24 19:34:41","","예","아니오","","","","대기",
"129","2022-02-24 00:47:34","2022-02-24","해외지국","20220224V17818","워싱턴_제 20대 대통령 재외선거 주미국대사관 재외투표_수신본","","오범석","-투표 스케치","00:05:03:03","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","정재숙","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-10","","목요일","0","없음","2022-02-24 00:40:13","","","","2022-02-24 00:40:13","","","대기","대기","2022-02-24 00:46:02","2022-02-24 00:47:38","2022-02-24 00:47:39","2022-02-24 00:47:39","","","","","2022-07-13 13:18:52","2022-07-13 13:19:04","대기","대기","","","","","None","","","","15109762","15109763","mamex\mamex","29.97","2022-02-24 00:40:13","","예","아니오","","","","대기",
"130","2022-02-23 02:11:47","2022-02-23","해외지국","20220223V15643","파리_유원중_정의용 외교부 장관 유네스코 사무총장 회담_수신본","","","","00:03:10:11","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-09","","수요일","0","없음","2022-02-23 02:06:17","","","","2022-02-23 02:06:17","","","대기","대기","2022-02-23 02:11:14","2022-02-23 02:11:47","2022-02-23 02:11:48","2022-02-23 02:11:48","","","","","2022-07-13 13:17:04","2022-07-13 13:17:11","대기","대기","","","","","None","","","","15104936","15104937","mamex\mamex","29.97","2022-02-23 02:06:17","","예","아니오","","","","대기",
"131","2022-02-16 18:40:14","2022-02-16","해외지국","20220216V04098","폴란드_포르쵸바 국경 검문소 스케치_수신본","","","","00:06:05:02","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-02","","수요일","0","없음","2022-02-16 18:31:48","","","","2022-02-16 18:31:48","","","대기","대기","2022-02-16 18:38:43","2022-02-16 18:40:17","2022-02-16 18:40:17","2022-02-16 18:40:17","","","","","2022-07-13 13:12:40","2022-07-13 13:12:53","대기","대기","","","","","None","","","","15079462","15079463","mamex\mamex","29.97","2022-02-16 18:31:48","","예","아니오","","","","대기",
"132","2022-02-16 06:11:47","2022-02-16","해외지국","20220216V03024","폴란드_폴란드 우크라이나 국경 야간_수신본","","","","00:07:25:05","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-02","","수요일","0","없음","2022-02-16 06:02:01","","","","2022-02-16 06:02:01","","","대기","대기","2022-02-16 06:10:36","2022-02-16 06:11:48","2022-02-16 06:11:48","2022-02-16 06:11:48","","","","","2022-07-13 13:12:08","2022-07-13 13:12:26","대기","대기","","","","","None","","","","15077077","15077078","mamex\mamex","29.97","2022-02-16 06:02:01","","예","아니오","","","","대기",
"133","2022-02-15 05:32:27","2022-02-15","해외지국","20220215V00855","폴란드_바르샤바공항 스케치_수신본","","","","00:08:04:14","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-01","","화요일","0","없음","2022-02-15 05:22:26","","","","2022-02-15 05:22:26","","","대기","대기","2022-02-15 05:31:41","2022-02-15 05:32:28","2022-02-15 05:32:31","2022-02-15 05:32:31","","","","","2022-07-13 13:09:32","2022-07-13 13:09:45","대기","대기","","","","","None","","","","15072288","15072289","mamex\mamex","29.97","2022-02-15 05:22:26","","예","아니오","","","","대기",
"134","2022-02-06 11:57:19","2022-02-06","해외지국","20220206V84814","베이징_박병석 국회의장 베이징 특파원단 화상 간담회_수신본","김민성","이창준","","00:40:18:12","","LIVE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-02-20","","일요일","0","없음","2022-02-06 10:58:18","","","","2022-02-06 10:58:18","","","대기","대기","2022-02-06 11:39:25","2022-02-06 11:57:20","2022-02-06 11:41:01","2022-02-06 11:41:01","","","","","2022-07-13 13:08:54","2022-07-13 13:09:43","대기","대기","","","","","None","","","","15036747","15036748","mamex\mamex","29.97","2022-02-06 10:58:18","","예","아니오","","","","대기",
