"번호","인제스트 완료시각","촬영/수신일","분류","미디어ID","제목","취재기자","촬영기자","내용","영상길이","메모","등록위치","엠바고","엠바고사유","ING","TRC","CAT","영상구분","리스토어요청자","영상편집","자료정리상태","방송일","외신기사 번역문","외신채널","라이브러리","라이브러리등록요청","KDAS전송","프리뷰노트","속보","사용제한","화질","언어","외신기사ID","소제목","보존만료일","키워드","폴더","바코드ID","사용제한사유","사용제한해제일","인제스트전송(HR) 시작시각","인제스트전송(HR) 종료시각","인제스트전송(LR) 시작시각","수신일시","인제스트전송(LR) 종료시각","라이브러리등록요청자","부조 메인","부조 백업","트랜스코딩시작시각","트랜스코딩종료시각","카탈로깅시작시각","카탈로깅종료시각","부조메인 전송시작시각","부조메인 전송종료시각","부조백업 전송시작시각","부조백업 전송종료시각","KDAS전송시작시간","KDAS전송종료시간","인제스트전송(HR)","인제스트전송(LR)","사용제한설정시각","사용제한설정자","엠바고설정시각","엠바고해제시각","국가명","프로그램명","촬영장소","엠바고설정자","원본영상ID","비디오ID","타이틀이미지파일아이디","비디오FPS","디스크백업시각","외신기사 원문","KDAS등록","자료여부","사용제한사유","사용제한설정시각","사용제한설정자","STT상태",
"111","2022-04-05 02:57:25","2022-04-05","해외지국","20220405V91022","워싱턴_노규덕, 성 김 기자 브리핑 01_웹하드_원본영상","","","-노규덕 외교부 한반도평화교섭본부장, 성 김 미 국무부 대북특별대표","00:01:04:23","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","정재숙","정리완료","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-04-19","","화요일","0","없음","2022-04-05 02:57:21","","","","2022-04-05 02:57:21","","","대기","대기","2022-04-05 02:59:39","2022-04-05 03:00:04","2022-04-05 03:00:17","2022-04-05 03:00:18","","","","","","","대기","대기","","","","","None","","","","15272004","15272005","mamex\mamex","29.97","2022-04-05 02:57:21","","아니오","아니오","","","","대기",
"112","2022-03-12 01:08:15","2022-03-12","해외지국","20220312V48634","폴란드_[폴란드 국경] 우크라이나 긴급 의료품 전달(사진) 0311_웹하드_원본영상_김귀수","김귀수","조세준","-사진 8장","00:00:40:00","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-26","","토요일","0","없음","2022-03-12 01:08:07","","","","2022-03-12 01:08:07","","","대기","대기","2022-03-12 01:08:25","2022-03-12 01:08:39","2022-03-12 01:08:59","2022-03-12 01:09:00","","","","","2022-07-13 16:24:44","2022-07-13 16:24:48","대기","대기","","","","","None","","","","15178286","15178287","mamex\mamex","29.97","2022-03-12 01:08:07","","예","아니오","","","","대기",
"113","2022-03-11 01:24:41","2022-03-11","해외지국","20220311V46462","폴란드_조빛나_영상 통화 02 20220310_웹하드_원본영상","조빛나","김재현","-영상 1개","00:00:45:05","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-25","","금요일","0","없음","2022-03-11 01:24:33","","","2022-03-11 06:11:25","2022-03-11 01:24:33","2022-03-11 06:11:27","","대기","대기","2022-03-11 01:24:59","2022-03-11 01:25:12","2022-03-11 01:25:27","2022-03-11 01:25:28","","","","","","","대기","성공","","","","","None","","","","15173501","15173502","mamex\mamex","29.97","2022-03-11 01:24:33","","아니오","아니오","","","","대기",
"114","2022-03-11 01:05:37","2022-03-11","해외지국","20220311V46446","폴란드_조빛나_영상 통화 01 20220310_웹하드_원본영상","조빛나","김재현","-영상 2개 -사진 3장","00:02:28:20","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-25","","금요일","0","없음","2022-03-11 01:05:29","","","2022-03-11 06:11:28","2022-03-11 01:05:29","2022-03-11 06:11:29","","대기","대기","2022-03-11 01:06:23","2022-03-11 01:07:06","2022-03-11 01:07:26","2022-03-11 01:07:27","","","","","","","대기","성공","","","","","None","","","","15173468","15173469","mamex\mamex","29.97","2022-03-11 01:05:29","","아니오","아니오","","","","대기",
"115","2022-03-08 07:44:32","2022-03-08","해외지국","20220308V40775","폴란드_김귀수_비탈리 김 주지사 화상 인터뷰 02_20220308_웹하드_원본영상","","","","00:08:54:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-22","","화요일","0","없음","2022-03-08 07:44:27","","","","2022-03-08 07:44:27","","","대기","대기","2022-03-08 07:46:31","2022-03-08 07:49:10","2022-03-08 07:50:37","2022-03-08 07:50:38","","","","","","","대기","대기","","","","","None","","","","15161123","15161124","mamex\mamex","29.97","2022-03-08 07:44:27","","아니오","아니오","","","","대기",
"116","2022-03-08 03:46:43","2022-03-08","해외지국","20220308V40560","폴란드_송솔나무 공연 프세미실 중앙역_웹하드_원본영상_김귀수","","","","00:13:17:12","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-22","","화요일","0","없음","2022-03-08 03:46:39","","","","2022-03-08 03:46:39","","","대기","대기","2022-03-08 03:57:53","2022-03-08 04:02:15","2022-03-08 04:03:04","2022-03-08 04:03:05","","","","","2022-07-13 16:21:07","2022-07-13 16:21:32","대기","대기","","","","","None","","","","15160662","15160663","mamex\mamex","29.97","2022-03-08 03:46:39","","예","아니오","","","","대기",
"117","2022-03-07 05:02:15","2022-03-07","해외지국","20220307V38494","x재업_베를린_김귀수_[폴란드 국경] 피란 아나스타샤 영상 메시지 0306_휴대폰_원본영상","김귀수","김재현","인터뷰용","00:05:00:06","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-21","","월요일","0","없음","2022-03-07 05:02:11","","","2022-03-07 05:46:15","2022-03-07 05:02:11","2022-03-07 05:46:17","","대기","대기","2022-03-07 05:03:56","2022-03-07 05:05:25","2022-03-07 05:05:54","2022-03-07 05:05:55","","","","","","","대기","성공","","","","","None","","","","15156015","15156016","mamex\mamex","29.97","2022-03-07 05:02:11","","아니오","아니오","","","","대기",
"118","2022-03-07 03:48:53","2022-03-07","해외지국","20220307V38438","베를린_[폴란드 국경] 피란 아나스타샤 영상 메시지 0306_휴대폰_원본영상","김귀수","김재현","인터뷰용","00:05:00:06","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-21","","월요일","0","없음","2022-03-07 03:48:49","","","","2022-03-07 03:48:49","","","대기","대기","2022-03-07 03:50:34","2022-03-07 03:52:00","2022-03-07 03:52:30","2022-03-07 03:52:31","","","","","2022-07-13 14:53:19","2022-07-13 14:53:30","대기","대기","","","","","None","","","","15155894","15155895","mamex\mamex","29.97","2022-03-07 03:48:49","","예","아니오","","","","대기",
"119","2022-03-07 01:46:56","2022-03-07","해외지국","20220307V38221","베를린_[폴란드 국경] 제슈프 공항 영국 공군 수송기 0306_휴대폰_원본영상","김귀수","김재현","","00:00:55:11","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-21","","월요일","0","없음","2022-03-07 01:46:49","","","","2022-03-07 01:46:49","","","대기","대기","2022-03-07 01:47:27","2022-03-07 01:47:47","2022-03-07 01:48:02","2022-03-07 01:48:03","","","","","2022-07-13 14:53:18","2022-07-13 14:53:23","대기","대기","","","","","None","","","","15155459","15155460","mamex\mamex","29.97","2022-03-07 01:46:49","","예","아니오","","","","대기",
"120","2022-03-05 22:12:07","2022-03-05","해외지국","20220305V36755","베를린_김귀수_폴란드 국경 디아나 마리우폴 시민 화상 인터뷰 0305_웹하드_원본영상","","","-시민 화상 인터뷰 -줌(ZOOM) 녹화본","00:09:56:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-19","","토요일","0","없음","2022-03-05 22:12:00","","","","2022-03-05 22:12:00","","","대기","대기","2022-03-05 22:17:28","2022-03-05 22:20:27","2022-03-05 22:21:05","2022-03-05 22:21:06","","","","","","","대기","대기","","","","","None","","","","15152119","15152120","mamex\mamex","29.97","2022-03-05 22:12:00","","아니오","아니오","","","","대기",
"121","2022-03-04 18:42:25","2022-03-04","해외지국","20220304V34588","우크라이나_시민 화상 인터뷰 02_원본영상","유지향","최석류","-유지향 취재기자와 우크라이나 시민 줌(ZOOM) 인터뷰 녹취 및 스케치","00:11:18;09","","FILE 인제스트","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-18","JE","금요일","0","없음","2022-03-04 18:31:32","","","","2022-03-04 18:31:32","","","대기","대기","2022-03-04 18:32:34","2022-03-04 18:42:28","2022-03-04 18:44:06","2022-03-04 18:44:06","","","","","","","대기","대기","","","","","None","","","","15147184","15147185","mamex\mamex","29.97002997003","2022-03-04 18:31:32","","아니오","아니오","","","","대기",
"122","2022-03-04 18:19:24","2022-03-04","해외지국","20220304V34549","우크라이나_시민 화상 인터뷰 01_ZOOM_웹하드_원본영상","","","인터뷰","00:13:00:14","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-18","","금요일","0","없음","2022-03-04 18:19:18","","","","2022-03-04 18:19:18","","","대기","대기","2022-03-04 18:24:13","2022-03-04 18:27:50","2022-03-04 18:28:38","2022-03-04 18:28:39","","","","","","","대기","대기","","","","","None","","","","15147087","15147088","mamex\mamex","29.97","2022-03-04 18:19:18","","아니오","아니오","","","","대기",
"123","2022-03-03 20:57:47","2022-03-03","해외지국","20220303V32640","모스크바_지금 러시아 모스크바는 02_웹하드_원본영상","김준호","","-모스크바 -커피숍 스케치 -식당 스케치 -환율 전광판 스케치 -은행 스케치","00:02:11:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-17","","목요일","0","없음","2022-03-03 20:57:40","","","","2022-03-03 20:57:40","","","대기","대기","2022-03-03 20:58:59","2022-03-03 20:59:43","2022-03-03 21:00:00","2022-03-03 21:00:01","","","","","2022-07-13 15:56:46","2022-07-13 15:56:52","대기","대기","","","","","None","","","","15142822","15142823","mamex\mamex","29.97","2022-03-03 20:57:40","","예","아니오","","","","대기",
"124","2022-03-03 20:46:42","2022-03-03","해외지국","20220303V32609","모스크바_지금 러시아 모스크바는 01_웹하드_원본영상","김준호","","-모스크바 -ATM기기 스케치 -모스크바 시민 인터뷰1 -거리 스케치 -모스크바 시민 인터뷰2 -모스크바 시민 인터뷰3 -식당 스케치 -모스크바 시민 인터뷰3 -모스크바 시민 인터뷰3 -김준호 특파원 온마이크","00:14:42:24","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-17","","목요일","0","없음","2022-03-03 20:46:35","","","","2022-03-03 20:46:35","","","대기","대기","2022-03-03 20:49:23","2022-03-03 20:54:24","2022-03-03 20:55:12","2022-03-03 20:55:13","","","","","2022-07-13 15:56:46","2022-07-13 15:57:08","대기","대기","","","","","None","","","","15142748","15142749","mamex\mamex","29.97","2022-03-03 20:46:35","","예","아니오","","","","대기",
"125","2022-03-02 15:11:37","2022-03-02","해외지국","20220302V29739","폴란드 조빛나 라리사 화상인터뷰 0302_ZOOM_웹하드_원본영상","","","인터뷰","00:06:47:15","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-16","","수요일","0","없음","2022-03-02 15:11:32","","","","2022-03-02 15:11:32","","","대기","대기","2022-03-02 15:14:07","2022-03-02 15:16:07","2022-03-02 15:16:37","2022-03-02 15:16:38","","","","","","","대기","대기","","","","","None","","","","15136309","15136310","mamex\mamex","29.97","2022-03-02 15:11:32","","아니오","아니오","","","","대기",
"126","2022-03-02 14:36:26","2022-03-02","해외지국","20220302V29660","폴란드 조빛나 마리 하르키우 화상인터뷰 0302_ZOOM_웹하드_원본영상","","","인터뷰","00:11:08:21","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-16","","수요일","0","없음","2022-03-02 14:36:20","","","","2022-03-02 14:36:20","","","대기","대기","2022-03-02 14:39:30","2022-03-02 14:42:48","2022-03-02 14:43:26","2022-03-02 14:43:27","","","","","","","대기","대기","","","","","None","","","","15136106","15136107","mamex\mamex","29.97","2022-03-02 14:36:20","","아니오","아니오","","","","대기",
"127","2022-03-01 22:28:12","2022-03-01","해외지국","20220301V28447","베를린_폴란드 국경_프셰미실 시청 앞 반전시위_웹하드_원본영상_김귀수","","","","00:04:13:12","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-15","","화요일","0","없음","2022-03-01 22:28:05","","","","2022-03-01 22:28:05","","","대기","대기","2022-03-01 22:30:50","2022-03-01 22:32:16","2022-03-01 22:32:41","2022-03-01 22:32:42","","","","","2022-07-13 14:58:02","2022-07-13 14:58:18","대기","대기","","","","","None","","","","15133515","15133516","mamex\mamex","29.97","2022-03-01 22:28:05","","예","아니오","","","","대기",
"128","2022-03-01 05:24:11","2022-03-01","해외지국","20220301V27367","폴란드_화상인터뷰_웹하드_원본영상","조빛나","조세준 김재현","","00:42:07:20","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-15","","화요일","0","없음","2022-03-01 05:24:07","","","","2022-03-01 05:24:07","","","대기","대기","2022-03-01 05:36:05","2022-03-01 05:48:10","2022-03-01 05:50:22","2022-03-01 05:50:23","","","","","","","대기","대기","","","","","None","","","","15131008","15131009","mamex\mamex","29.97","2022-03-01 05:24:07","","아니오","아니오","","","","대기",
"129","2022-02-28 07:44:06","2022-02-28","해외지국","20220228V25174","베를린_소년 발견 및 밤 이미지_웹하드_원본영상","","","","00:26:58:15","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 07:44:01","","","","2022-02-28 07:44:01","","","대기","대기","2022-02-28 07:59:49","2022-02-28 08:08:21","2022-02-28 08:09:56","2022-02-28 08:09:57","","","","","2022-07-13 14:57:59","2022-07-13 14:58:38","대기","대기","","","","","None","","","","15126125","15126126","mamex\mamex","29.97","2022-02-28 07:44:01","","예","아니오","","","","대기",
"130","2022-02-28 05:25:03","2022-02-28","해외지국","20220228V25035","베를린_폴란드 국경 프셰미실 시내 난민 보호소 스케치_웹하드_원본영상","","","","00:27:23:10","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 05:24:58","","","","2022-02-28 05:24:58","","","대기","대기","2022-02-28 05:38:18","2022-02-28 05:47:15","2022-02-28 05:48:47","2022-02-28 05:48:48","","","","","2022-07-13 14:58:01","2022-07-13 14:58:41","대기","대기","","","","","None","","","","15125816","15125817","mamex\mamex","29.97","2022-02-28 05:24:58","","예","아니오","","","","대기",
"131","2022-02-28 03:06:23","2022-02-28","해외지국","20220228V24967","파리_유원중_MWC 2022 우크라이나_휴대폰_원본영상","","","","00:02:58:14","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 03:06:18","","","","2022-02-28 03:06:18","","","대기","대기","2022-02-28 03:07:45","2022-02-28 03:08:41","2022-02-28 03:08:54","2022-02-28 03:08:56","","","","","","","대기","대기","","","","","None","","","","15125664","15125665","mamex\mamex","29.97","2022-02-28 03:06:18","","아니오","아니오","","","","대기",
"132","2022-02-28 03:03:56","2022-02-28","해외지국","20220228V24966","파리_유원중_MWC 2022 러시아관_휴대폰_원본영상","","","","00:03:07:23","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 03:03:51","","","","2022-02-28 03:03:51","","","대기","대기","2022-02-28 03:05:22","2022-02-28 03:06:21","2022-02-28 03:06:36","2022-02-28 03:06:38","","","","","","","대기","대기","","","","","None","","","","15125650","15125651","mamex\mamex","29.97","2022-02-28 03:03:51","","아니오","아니오","","","","대기",
"133","2022-02-28 01:39:52","2022-02-28","해외지국","20220228V24751","베를린_폴란드 국경 프셰미실 시내 난민 보호소 인터뷰_웹하드_원본영상","","","","00:07:42:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-14","","월요일","0","없음","2022-02-28 01:39:44","","","","2022-02-28 01:39:44","","","대기","대기","2022-02-28 01:43:51","2022-02-28 01:46:28","2022-02-28 01:46:54","2022-02-28 01:46:55","","","","","2022-07-13 14:58:01","2022-07-13 14:58:20","대기","대기","","","","","None","","","","15125188","15125189","mamex\mamex","29.97","2022-02-28 01:39:44","","예","아니오","","","","대기",
"134","2022-02-27 19:41:41","2022-02-27","해외지국","20220227V24446","이정민_우크라이나 전 총리 올렉시 혼차루크 인터뷰_웹하드_원본영상","","","","01:11:00:20","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-13","","일요일","0","없음","2022-02-27 19:41:35","","","","2022-02-27 19:41:35","","","대기","대기","2022-02-27 20:05:05","2022-02-27 20:25:46","2022-02-27 20:29:18","2022-02-27 20:29:20","","","","","","","대기","대기","","","","","None","","","","15124533","15124534","mamex\mamex","29.97","2022-02-27 19:41:35","","아니오","아니오","","","","대기",
"135","2022-02-27 02:07:12","2022-02-27","해외지국","20220227V23656","[폴란드 국경] 프셰미실 중앙역 난민 보호소 스케치 및 인터뷰_웹하드_원본영상","","","","00:26:47:01","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-13","","일요일","0","없음","2022-02-27 02:07:09","","","","2022-02-27 02:07:09","","","대기","대기","2022-02-27 02:17:32","2022-02-27 02:26:18","2022-02-27 02:27:48","2022-02-27 02:27:49","","","","","2022-08-04 09:26:51","2022-08-04 09:27:36","대기","대기","","","","","None","","","","15122754","15122755","mamex\mamex","29.97","2022-02-27 02:07:09","","예","아니오","","","","대기",
"136","2022-02-26 17:51:48","2022-02-26","해외지국","20220226V23276","베를린_폴란드 국경 메디카 국경 임시 수용소 내부_웹하드_원본영상","","","","00:00:19:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-12","","토요일","0","없음","2022-02-26 17:51:41","","","","2022-02-26 17:51:41","","","대기","대기","2022-02-26 17:52:24","2022-02-26 17:52:33","2022-02-26 17:52:46","2022-02-26 17:52:48","","","","","2022-07-13 14:58:01","2022-07-13 14:58:06","대기","대기","","","","","None","","","","15121859","15121862","mamex\mamex","29.97","2022-02-26 17:51:41","","예","아니오","","","","대기",
"137","2022-02-26 04:14:18","2022-02-26","해외지국","20220226V22784","베를린_폴란드 국경_코르초바 국경검문소 낮그림_웹하드_원본영상_0225","","","","00:16:36:10","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-12","","토요일","0","없음","2022-02-26 04:14:14","","","","2022-02-26 04:14:14","","","대기","대기","2022-02-26 04:22:19","2022-02-26 04:27:41","2022-02-26 04:28:42","2022-02-26 04:28:43","","","","","2022-07-13 14:13:19","2022-07-13 14:13:40","대기","대기","","","","","None","","","","15120733","15120734","mamex\mamex","29.97","2022-02-26 04:14:14","","예","아니오","","","","대기",
"138","2022-02-26 04:14:12","2022-02-26","해외지국","20220226V22783","베를린_폴란드 국경_메디카 국경검문소 밤그림_웹하드_원본영상_0225","","","","00:18:48:25","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-12","","토요일","0","없음","2022-02-26 04:14:08","","","","2022-02-26 04:14:08","","","대기","대기","2022-02-26 04:21:02","2022-02-26 04:27:05","2022-02-26 04:28:03","2022-02-26 04:28:04","","","","","2022-07-13 14:13:19","2022-07-13 14:13:43","대기","대기","","","","","None","","","","15120731","15120732","mamex\mamex","29.97","2022-02-26 04:14:08","","예","아니오","","","","대기",
"139","2022-02-25 06:03:43","2022-02-25","해외지국","20220225V20786","베를린_메디카 국경검문소 0224 이레나 인터뷰_웹하드_원본영상","","","","00:30:24:10","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-11","","금요일","0","없음","2022-02-25 06:03:38","","","","2022-02-25 06:03:38","","","대기","대기","2022-02-25 06:14:47","2022-02-25 06:24:35","2022-02-25 06:26:10","2022-02-25 06:26:11","","","","","","","대기","대기","","","","","None","","","","15116191","15116192","mamex\mamex","29.97","2022-02-25 06:03:38","","아니오","아니오","","","","대기",
"140","2022-02-25 05:39:14","2022-02-25","해외지국","20220225V20745","베를린_우크라이나 국경검문소 스케치_휴대폰_원본영상","","","","00:00:42:22","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-11","","금요일","0","없음","2022-02-25 05:39:10","","","","2022-02-25 05:39:10","","","대기","대기","2022-02-25 05:39:28","2022-02-25 05:39:45","2022-02-25 05:39:59","2022-02-25 05:40:00","","","","","2022-07-13 13:22:54","2022-07-13 13:22:58","대기","대기","","","","","None","","","","15116097","15116098","mamex\mamex","29.97","2022-02-25 05:39:10","","예","아니오","","","","대기",
"141","2022-02-23 13:14:34","2022-02-23","해외지국","20220223V16567","방콕_태국재외국민투표 예행 연습 및 투표 첫날 스케치_웹하드_원본영상","","","","00:15:50:27","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","양의정","정리완료","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-09","","수요일","0","없음","2022-02-23 13:14:29","","","","2022-02-23 13:14:29","","","대기","대기","2022-02-23 13:20:41","2022-02-23 13:25:49","2022-02-23 13:26:43","2022-02-23 13:26:44","","","","","2022-07-13 13:18:10","2022-07-13 13:18:38","대기","대기","","","","","None","","","","15106940","15106941","mamex\mamex","29.97","2022-02-23 13:14:29","","예","아니오","","","","대기",
"142","2022-02-23 08:44:16","2022-02-23","해외지국","20220223V16189","워싱턴_이정민_전 주우크라이나 미국대사 존 허브스트_웹하드_원본영상","","","","00:32:51:18","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-09","","수요일","0","없음","2022-02-23 08:44:12","","","","2022-02-23 08:44:12","","","대기","대기","2022-02-23 08:53:51","2022-02-23 09:03:11","2022-02-23 09:04:58","2022-02-23 09:04:59","","","","","","","대기","대기","","","","","None","","","","15106060","15106061","mamex\mamex","29.97","2022-02-23 08:44:12","","아니오","아니오","","","","대기",
"143","2022-02-23 01:17:46","2022-02-23","해외지국","20220223V15592","베를린_국경에서의 외교적 주둔_웹하드_원본영상","","","","00:01:36:29","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-09","","수요일","0","없음","2022-02-23 01:17:39","","","","2022-02-23 01:17:39","","","대기","대기","2022-02-23 01:18:37","2022-02-23 01:19:12","2022-02-23 01:19:27","2022-02-23 01:19:29","","","","","2022-07-13 14:53:19","2022-07-13 14:53:25","대기","대기","","","","","None","","","","15104806","15104807","mamex\mamex","29.97","2022-02-23 01:17:39","","예","아니오","","","","대기",
"144","2022-02-22 23:46:26","2022-02-22","해외지국","20220222V15527","베를린_우크라이나 피란 교민 이민종씨 줌 인터뷰_웹하드_원본영상","","","","00:25:55:06","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","대기","미작성","아니오","아니오","HD","알수없음","","","2022-03-08","","화요일","0","없음","2022-02-22 23:46:19","","","","2022-02-22 23:46:19","","","대기","대기","2022-02-22 23:54:14","2022-02-23 00:01:41","2022-02-23 00:03:04","2022-02-23 00:03:05","","","","","","","대기","대기","","","","","None","","","","15104675","15104676","mamex\mamex","29.97","2022-02-22 23:46:19","","아니오","아니오","","","","대기",
"145","2022-02-22 03:07:21","2022-02-22","해외지국","20220222V13654","베를린_폴란드 대사관 브리핑_웹하드_원본영상","","","","00:13:01:15","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-08","","화요일","0","없음","2022-02-22 03:07:17","","","","2022-02-22 03:07:17","","","대기","대기","2022-02-22 03:13:12","2022-02-22 03:16:58","2022-02-22 03:18:05","2022-02-22 03:18:07","","","","","2022-07-13 13:17:06","2022-07-13 13:17:33","대기","대기","","","","","None","","","","15100601","15100602","mamex\mamex","29.97","2022-02-22 03:07:17","","예","아니오","","","","대기",
"146","2022-02-22 00:30:04","2022-02-22","해외지국","20220222V13394","베를린_우크라이나 난민 폴란드 프례미실 임시 수용소_웹하드_원본영상","","","","00:09:14:05","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-08","","화요일","0","없음","2022-02-22 00:29:57","","","","2022-02-22 00:29:57","","","대기","대기","2022-02-22 00:35:17","2022-02-22 00:38:26","2022-02-22 00:39:02","2022-02-22 00:39:03","","","","","2022-07-13 13:17:06","2022-07-13 13:17:22","대기","대기","","","","","None","","","","15100077","15100078","mamex\mamex","29.97","2022-02-22 00:29:57","","예","아니오","","","","대기",
"147","2022-02-20 23:44:33","2022-02-20","해외지국","20220220V11556","베를린_돈바스 마리오풀 주민 전화 인터뷰_웹하드_원본영상","","","-돈바스 지역 마리오풀 주민 전화 인터뷰 스케치 및 녹취","00:07:04:23","","Edius Plugin","아니오","","성공","성공","성공","원본영상-국제","","","미정리","","","","대기","요청없음","성공","미작성","아니오","아니오","HD","알수없음","","","2022-03-06","","일요일","0","없음","2022-02-20 23:44:26","","","","2022-02-20 23:44:26","","","대기","대기","2022-02-20 23:47:10","2022-02-20 23:49:22","2022-02-20 23:49:48","2022-02-20 23:49:49","","","","","2022-07-13 13:17:07","2022-07-13 13:17:20","대기","대기","","","","","None","","","","15096062","15096063","mamex\mamex","29.97","2022-02-20 23:44:26","","예","아니오","","","","대기",
